,experiment_name,est_B_L1_norm,true_F_L1_norm,est_F_L1_norm,est_F_L1_error,est_QR_constraint_violation,num_epochs,initial_state,F_type,include_treatment,seed,S,dimension,num_controls,low_dimensional_structure,low_dimensional_training,G_initialization_method,regularization_parameter,max_epochs,batch_size,learning_rate,do_early_stopping,optimizer,gradient_clip_val,do_shuffle,do_line_search,lbfgs_memory,stopping_threshold,divergence_threshold,profiler,walltime,true_F^S_L1_norm,est_F^S_L1_norm,est_F^S_L1_error
0,After res-net-ified,0.13935935,1.0794017428878278,1.0699086,0.010316447351634728,5.1438211770005185e-08,10000,random,low_rank,True,0,1,10,10,RGQ,fixed,identity,0.001,10000,100000,0.0005,True,ADAM,,False,True,100,0.1,inf,,1221.0161474499619,1.0794017428878278,1.069908618927002,0.010316447351634728
1,After res-net-ified,1.6966082,1.0794017428878278,0.74557054,0.4872122192118162,2.2032013062833754e-08,10000,random,low_rank,True,0,1,10,10,RGQ,SVD,identity,0.001,10000,100000,0.0005,True,ADAM,,False,True,100,0.1,inf,,1235.8319095820189,1.0794017428878278,0.7455705404281616,0.4872122192118162
2,After res-net-ified,0.0,1.0794017428878278,1.0793395,0.00045613339205017087,1.9878231477737427,4192,random,low_rank,True,0,1,10,10,RGQ,supervised,identity,0.001,10000,100000,0.0005,True,ADAM,,False,True,100,0.1,inf,,530.1130754810292,1.0794017428878278,1.0793395042419434,0.00045613339205017087
3,After res-net-ified,0.058339793,1.0794017428878278,1.079411,0.003441382361649822,5.1438211770005185e-08,9102,random,low_rank,True,0,2,10,10,RGQ,fixed,identity,0.001,10000,100000,0.0005,True,ADAM,,False,True,100,0.1,inf,,1309.4279175050324,12.563323416780799,12.562989234924316,0.010063423166749477
4,After res-net-ified,4.661153,1.0794017428878278,1.2024796,0.9410756304466621,2.1361747717385527e-08,10000,random,low_rank,True,0,2,10,10,RGQ,SVD,identity,0.001,10000,100000,0.0005,True,ADAM,,False,True,100,0.1,inf,,1461.0221746360185,12.563323416780799,11.9227933883667,7.222668061711237
5,After res-net-ified,0.0,1.0794017428878278,1.0782892,0.02168232420158883,1.960789635181427,10000,random,low_rank,True,0,2,10,10,RGQ,supervised,identity,0.001,10000,100000,0.0005,True,ADAM,,False,True,100,0.1,inf,,1522.11778030009,12.563323416780799,12.554174423217773,0.0335445636136544
6,After res-net-ified,0.09701366,1.0794017428878278,1.079457,0.002332172496388418,5.1438211770005185e-08,8131,random,low_rank,True,0,4,10,10,RGQ,fixed,identity,0.001,10000,100000,0.0005,True,ADAM,,False,True,100,0.1,inf,,1567.2527924599126,1714.1088857695902,1713.9105224609375,1.0808957753825854
7,After res-net-ified,5.550049,1.0794017428878278,1.2658374,0.8513445446244552,1.4411234194877665e-08,10000,random,low_rank,True,0,4,10,10,RGQ,SVD,identity,0.001,10000,100000,0.0005,True,ADAM,,False,True,100,0.1,inf,,2021.419837340014,1714.1088857695902,1677.9129638671875,1166.1405597259816
8,After res-net-ified,0.0,1.0794017428878278,1.0786484,0.03638127816579342,1.9484733629226685,5712,random,low_rank,True,0,4,10,10,RGQ,supervised,identity,0.001,10000,100000,0.0005,True,ADAM,,False,True,100,0.1,inf,,1143.6111094299704,1714.1088857695902,1716.33984375,19.222440279303736
9,After res-net-ified,0.043270025,1.0794017428878278,1.0792887,0.0030409664593461505,5.1438211770005185e-08,10000,random,low_rank,True,0,8,10,10,RGQ,fixed,identity,0.001,10000,100000,0.0005,True,ADAM,,False,True,100,0.1,inf,,2800.964471700019,31921433.330106203,31925588.0,13185.318833299587
10,After res-net-ified,0.011460634,1.0794017428878278,0.13243073,0.9868946764312266,2.0859091924840812e-08,31,random,low_rank,True,0,8,10,10,RGQ,SVD,identity,0.001,10000,100000,0.0005,True,ADAM,,False,True,100,0.1,inf,,8.728839868912473,31921433.330106203,0.136372372508049,31921433.224567022
11,After res-net-ified,0.0,1.0794017428878278,1.0771942,0.04832593698199454,1.94149845123291,10000,random,low_rank,True,0,8,10,10,RGQ,supervised,identity,0.001,10000,100000,0.0005,True,ADAM,,False,True,100,0.1,inf,,2931.47586479201,31921433.330106203,31864322.0,405474.11484093504
12,After res-net-ified,0.015828054,1.0794017428878278,0.16759811,0.9699468039555057,5.1438211770005185e-08,31,random,low_rank,True,0,16,10,10,RGQ,fixed,identity,0.001,10000,100000,0.0005,True,ADAM,,False,True,100,0.1,inf,,14.545798016013578,1.1070596276883984e+16,0.5418527722358704,1.1070596276883984e+16
13,After res-net-ified,0.010941069,1.0794017428878278,0.1483305,0.9928731205713089,3.269636071223658e-08,31,random,low_rank,True,0,16,10,10,RGQ,SVD,identity,0.001,10000,100000,0.0005,True,ADAM,,False,True,100,0.1,inf,,14.562356445007026,1.1070596276883984e+16,0.16424739360809326,1.1070596276883984e+16
14,After res-net-ified,0.0,1.0794017428878278,0.15122564,0.983608908511666,0.024735193541273473,31,random,low_rank,True,0,16,10,10,RGQ,supervised,identity,0.001,10000,100000,0.0005,True,ADAM,,False,True,100,0.1,inf,,15.390486503019929,1.1070596276883984e+16,0.5975801944732666,1.1070596276883984e+16
