,experiment_name,est_B_L1_norm,true_F_L1_norm,est_F_L1_norm,est_F_L1_error,est_QR_constraint_violation,num_epochs,initial_state,F_type,include_treatment,seed,S,dimension,num_controls,low_dimensional_structure,low_dimensional_training,G_initialization_method,regularization_parameter,max_epochs,batch_size,learning_rate,do_early_stopping,optimizer,gradient_clip_val,do_shuffle,do_line_search,lbfgs_memory,stopping_threshold,divergence_threshold,profiler,walltime,true_F^S_L1_norm,est_F^S_L1_norm,est_F^S_L1_error
0,After res-net-ified,0.0061049126,1.0794017428878278,1.0793724,0.00022584986711705058,5.1438211770005185e-08,40,random,low_rank,True,0,1,10,10,RGQ,fixed,identity,0.001,10000,100000,1,True,L-BFGS,,False,True,100,0.1,inf,,16.2403486140538,1.0794017428878278,1.0793724060058594,0.00022584986711705058
1,After res-net-ified,0.3791092,1.0794017428878278,0.99877065,0.12866333585476475,2.2032013062833754e-08,32,random,low_rank,True,0,1,10,10,RGQ,SVD,identity,0.001,10000,100000,1,True,L-BFGS,,False,True,100,0.1,inf,,8.999860609066673,1.0794017428878278,0.9987706542015076,0.12866333585476475
2,After res-net-ified,0.0,1.0794017428878278,1.0794036,1.3830309937767904e-05,0.5980301894433796,17,random,low_rank,True,0,1,10,10,RGQ,supervised,identity,0.001,10000,100000,1,True,L-BFGS,,False,True,100,0.1,inf,,15.66325484297704,1.0794017428878278,1.0794036388397217,1.3830309937767904e-05
3,After res-net-ified,0.17688721,1.0794017428878278,1.0793213,0.0009513414246286278,5.1438211770005185e-08,42,random,low_rank,True,0,2,10,10,RGQ,fixed,identity,0.001,10000,100000,1,True,L-BFGS,,False,True,100,0.1,inf,,26.369679728988558,12.563323416780799,12.562042236328125,0.006600123380062542
4,After res-net-ified,0.5105057,1.0794017428878278,1.0681171,0.24514523565258656,2.1361747717385527e-08,38,random,low_rank,True,0,2,10,10,RGQ,SVD,identity,0.001,10000,100000,1,True,L-BFGS,,False,True,100,0.1,inf,,22.920470345998183,12.563323416780799,12.266643524169922,0.48299256265179175
5,After res-net-ified,0.0,1.0794017428878278,1.079395,0.0005849610983443365,0.642047161073424,61,random,low_rank,True,0,2,10,10,RGQ,supervised,identity,0.001,10000,100000,1,True,L-BFGS,,False,True,100,0.1,inf,,55.46943697100505,12.563323416780799,12.563085556030273,0.0009245240118162101
6,After res-net-ified,0.15039876,1.0794017428878278,1.0794284,0.0005183969374762454,5.1438211770005185e-08,44,random,low_rank,True,0,4,10,10,RGQ,fixed,identity,0.001,10000,100000,1,True,L-BFGS,,False,True,100,0.1,inf,,56.26478896802291,1714.1088857695902,1714.02197265625,0.8832379942898382
7,After res-net-ified,1.4402565,1.0794017428878278,1.0735422,0.10918717651800992,1.4411234194877665e-08,37,random,low_rank,True,0,4,10,10,RGQ,SVD,identity,0.001,10000,100000,1,True,L-BFGS,,False,True,100,0.1,inf,,38.52247849199921,1714.1088857695902,1704.0185546875,41.54485891819908
8,After res-net-ified,0.0,1.0794017428878278,1.0794033,0.00017092703803681998,0.6882094875909388,62,random,low_rank,True,0,4,10,10,RGQ,supervised,identity,0.001,10000,100000,1,True,L-BFGS,,False,True,100,0.1,inf,,97.78223449504003,1714.1088857695902,1714.1097412109375,0.03603384464613157
9,After res-net-ified,1.2859255e+25,1.0794017428878278,1.6283069e+25,1.6283070387685034e+25,5.1438211770005185e-08,1,random,low_rank,True,0,8,10,10,RGQ,fixed,identity,0.001,10000,100000,1,True,L-BFGS,,False,True,100,0.1,inf,,9.471453418023884,31921433.330106203,,
10,After res-net-ified,0.20967896,1.0794017428878278,1.0579015,0.15814724051866824,2.0859091924840812e-08,31,random,low_rank,True,0,8,10,10,RGQ,SVD,identity,0.001,10000,100000,1,True,L-BFGS,,False,True,100,0.1,inf,,34.642022956046276,31921433.330106203,30105254.0,3637937.6035269196
11,After res-net-ified,,1.0794017428878278,,,,1,random,low_rank,True,0,8,10,10,RGQ,supervised,identity,0.001,10000,100000,1,True,L-BFGS,,False,True,100,0.1,inf,,5.904259038972668,31921433.330106203,,
12,After res-net-ified,0.029648652,1.0794017428878278,0.19733518,0.9271938197337605,5.1438211770005185e-08,31,random,low_rank,True,0,16,10,10,RGQ,fixed,identity,0.001,10000,100000,1,True,L-BFGS,,False,True,100,0.1,inf,,221.24388192698825,1.1070596276883984e+16,26.67828369140625,1.1070596276883966e+16
13,After res-net-ified,3.1642486e+26,1.0794017428878278,3.285963e+27,3.2859630508143366e+27,3.269636071223658e-08,2,random,low_rank,True,0,16,10,10,RGQ,SVD,identity,0.001,10000,100000,1,True,L-BFGS,,False,True,100,0.1,inf,,15.193067279993556,1.1070596276883984e+16,inf,inf
14,After res-net-ified,0.0,1.0794017428878278,inf,inf,inf,2,random,low_rank,True,0,16,10,10,RGQ,supervised,identity,0.001,10000,100000,1,True,L-BFGS,,False,True,100,0.1,inf,,16.17710992100183,1.1070596276883984e+16,inf,inf
